"","VALP","BLD_label","BDSP","JWMNP","JWTR_label"
"473",380000,"2 Apartments",2,58,"Car, truck, or van"
"474",175000,"20-49 Apartments",2,40,"Car, truck, or van"
"475",342000,"One-family house attached",5,10,"Car, truck, or van"
"476",342000,"One-family house attached",5,10,"Car, truck, or van"
"477",3e+05,"One-family house detached",2,15,"Car, truck, or van"
"478",3e+05,"One-family house detached",2,30,"Car, truck, or van"
"479",450000,"One-family house detached",3,12,"Car, truck, or van"
"480",450000,"One-family house detached",3,5,"Car, truck, or van"
"481",310000,"One-family house detached",3,15,"Car, truck, or van"
"482",310000,"One-family house detached",3,20,"Car, truck, or van"
"483",4e+05,"One-family house detached",3,20,"Car, truck, or van"
"484",3e+05,"2 Apartments",3,35,"Car, truck, or van"
"485",280000,"One-family house detached",2,50,"Car, truck, or van"
"486",280000,"One-family house detached",2,50,"Car, truck, or van"
"487",285000,"One-family house detached",3,10,"Car, truck, or van"
"488",285000,"One-family house detached",3,10,"Car, truck, or van"
"489",285000,"One-family house detached",3,40,"Car, truck, or van"
"490",425000,"One-family house detached",4,5,"Car, truck, or van"
"491",425000,"One-family house detached",4,5,"Car, truck, or van"
"492",1150000,"One-family house detached",4,45,"Car, truck, or van"
"493",1150000,"One-family house detached",4,60,"Car, truck, or van"
"494",350000,"One-family house detached",3,30,"Bus or trolley bus"
"495",550000,"One-family house detached",5,5,"Car, truck, or van"
"496",7e+05,"One-family house detached",4,5,"Car, truck, or van"
"497",7e+05,"One-family house detached",4,20,"Car, truck, or van"
"498",625000,"One-family house detached",3,60,"Car, truck, or van"
"499",520000,"One-family house detached",3,10,"Car, truck, or van"
"500",520000,"One-family house detached",3,45,"Car, truck, or van"
"501",675000,"One-family house detached",4,15,"Car, truck, or van"
"502",675000,"One-family house detached",4,60,"Subway or elevated"
"503",6e+05,"One-family house detached",3,60,"Car, truck, or van"
"504",6e+05,"One-family house detached",3,30,"Car, truck, or van"
"505",150000,"3-4 Apartments",2,115,"Car, truck, or van"
"506",510000,"One-family house detached",4,10,"Car, truck, or van"
"507",389000,"One-family house detached",4,10,"Car, truck, or van"
"508",389000,"One-family house detached",4,5,"Car, truck, or van"
"509",270000,"One-family house detached",5,35,"Car, truck, or van"
"510",270000,"One-family house detached",5,30,"Car, truck, or van"
"511",270000,"One-family house detached",5,30,"Car, truck, or van"
"512",270000,"One-family house detached",5,15,"Car, truck, or van"
"513",280000,"One-family house detached",3,40,"Car, truck, or van"
"514",280000,"One-family house detached",3,30,"Car, truck, or van"
"515",475000,"One-family house detached",4,15,"Car, truck, or van"
"516",475000,"One-family house detached",4,15,"Car, truck, or van"
"517",475000,"One-family house detached",4,30,"Car, truck, or van"
"518",3e+05,"One-family house detached",2,8,"Car, truck, or van"
"519",3e+05,"One-family house detached",2,20,"Car, truck, or van"
"520",3e+05,"One-family house detached",2,45,"Car, truck, or van"
"521",4441000,"One-family house detached",5,20,"Car, truck, or van"
"522",4441000,"One-family house detached",5,10,"Bicycle"
"523",33500,"2 Apartments",2,18,"Car, truck, or van"
"524",225000,"2 Apartments",2,5,"Car, truck, or van"
"525",410000,"One-family house detached",3,35,"Car, truck, or van"
"526",450000,"One-family house detached",3,5,"Car, truck, or van"
"527",120000,"One-family house detached",3,60,"Car, truck, or van"
"528",120000,"One-family house detached",3,45,"Car, truck, or van"
"529",4e+05,"One-family house detached",3,10,"Car, truck, or van"
"530",4e+05,"One-family house detached",3,40,"Car, truck, or van"
"531",3e+05,"One-family house detached",3,10,"Car, truck, or van"
"532",3e+05,"One-family house detached",3,20,"Car, truck, or van"
"533",4e+05,"One-family house detached",1,30,"Car, truck, or van"
"534",750000,"One-family house detached",5,15,"Car, truck, or van"
"535",750000,"One-family house detached",5,30,"Car, truck, or van"
"536",515000,"One-family house detached",3,45,"Subway or elevated"
"537",515000,"One-family house detached",3,45,"Car, truck, or van"
"538",270000,"One-family house detached",2,10,"Car, truck, or van"
"539",270000,"One-family house detached",2,32,"Car, truck, or van"
"540",3e+05,"One-family house detached",4,40,"Car, truck, or van"
"541",2e+05,"One-family house detached",3,25,"Car, truck, or van"
"542",3e+05,"One-family house detached",2,20,"Car, truck, or van"
"543",3e+05,"One-family house detached",2,15,"Car, truck, or van"
"544",360000,"One-family house detached",3,35,"Car, truck, or van"
"545",360000,"One-family house detached",3,15,"Car, truck, or van"
"546",360000,"One-family house detached",3,30,"Car, truck, or van"
"547",360000,"One-family house detached",3,10,"Car, truck, or van"
"548",3e+05,"One-family house detached",4,5,"Car, truck, or van"
"549",3e+05,"One-family house detached",4,20,"Car, truck, or van"
"550",3e+05,"One-family house detached",4,5,"Car, truck, or van"
"551",250000,"One-family house detached",3,20,"Car, truck, or van"
"552",525000,"One-family house detached",3,45,"Car, truck, or van"
"553",525000,"One-family house detached",3,50,"Car, truck, or van"
"554",525000,"One-family house detached",3,20,"Bus or trolley bus"
"555",350000,"One-family house detached",3,7,"Car, truck, or van"
"556",350000,"One-family house detached",3,60,"Car, truck, or van"
"557",2e+05,"One-family house detached",3,30,"Car, truck, or van"
"558",2e+05,"One-family house detached",3,15,"Car, truck, or van"
"559",650000,"One-family house detached",2,20,"Car, truck, or van"
"560",8e+05,"One-family house attached",2,5,"Car, truck, or van"
"561",8e+05,"One-family house attached",2,10,"Car, truck, or van"
"562",6e+05,"One-family house detached",2,40,"Car, truck, or van"
"563",6e+05,"One-family house detached",2,12,"Car, truck, or van"
"564",6e+05,"One-family house detached",3,90,"Car, truck, or van"
"565",6e+05,"One-family house detached",3,14,"Car, truck, or van"
"566",460000,"One-family house detached",5,15,"Car, truck, or van"
"567",460000,"One-family house detached",5,10,"Walked"
"568",2e+05,"One-family house detached",2,60,"Car, truck, or van"
"569",2e+05,"One-family house detached",2,20,"Car, truck, or van"
"570",2e+05,"One-family house detached",1,10,"Car, truck, or van"
"571",2e+05,"One-family house detached",1,10,"Car, truck, or van"
"572",550000,"One-family house detached",2,35,"Car, truck, or van"
"573",550000,"One-family house detached",2,30,"Bicycle"
"574",550000,"One-family house detached",2,60,"Bus or trolley bus"
"575",3e+05,"One-family house detached",3,30,"Car, truck, or van"
"576",3e+05,"One-family house detached",3,25,"Car, truck, or van"
"577",3e+05,"One-family house detached",3,20,"Car, truck, or van"
"578",3e+05,"One-family house detached",3,10,"Car, truck, or van"
"579",550000,"One-family house detached",4,25,"Car, truck, or van"
"580",550000,"One-family house detached",4,25,"Car, truck, or van"
"581",4e+05,"One-family house detached",4,60,"Car, truck, or van"
"582",4e+05,"One-family house detached",4,90,"Car, truck, or van"
"583",5e+05,"One-family house detached",5,90,"Car, truck, or van"
"584",5e+05,"One-family house detached",5,30,"Car, truck, or van"
"585",4e+05,"One-family house detached",3,40,"Car, truck, or van"
"586",250000,"One-family house detached",3,25,"Car, truck, or van"
"587",250000,"One-family house detached",3,6,"Car, truck, or van"
"588",410000,"One-family house detached",2,15,"Car, truck, or van"
"589",410000,"One-family house detached",2,60,"Subway or elevated"
"590",540000,"One-family house detached",5,20,"Car, truck, or van"
"591",8e+05,"One-family house detached",4,25,"Car, truck, or van"
"592",8e+05,"One-family house detached",4,45,"Car, truck, or van"
"593",799000,"One-family house detached",3,60,"Car, truck, or van"
"594",6e+05,"One-family house detached",4,40,"Car, truck, or van"
"595",6e+05,"One-family house detached",4,30,"Car, truck, or van"
"596",390000,"One-family house detached",3,30,"Car, truck, or van"
"597",390000,"One-family house detached",3,10,"Car, truck, or van"
"598",160000,"5-9 Apartments",2,5,"Car, truck, or van"
"599",340000,"One-family house detached",3,15,"Car, truck, or van"
"600",340000,"One-family house detached",3,15,"Car, truck, or van"
"601",340000,"One-family house detached",3,10,"Car, truck, or van"
"602",340000,"One-family house detached",3,15,"Car, truck, or van"
"603",515000,"One-family house attached",1,30,"Walked"
"604",165000,"One-family house detached",2,40,"Car, truck, or van"
"605",165000,"One-family house detached",2,10,"Car, truck, or van"
"606",289000,"One-family house detached",4,15,"Car, truck, or van"
"607",450000,"One-family house detached",4,45,"Car, truck, or van"
"608",8e+05,"2 Apartments",2,20,"Car, truck, or van"
"609",8e+05,"2 Apartments",2,60,"Car, truck, or van"
"610",950000,"One-family house attached",3,8,"Car, truck, or van"
"611",525000,"One-family house detached",4,15,"Car, truck, or van"
"612",3e+05,"One-family house detached",2,30,"Car, truck, or van"
"613",3e+05,"One-family house detached",2,3,"Car, truck, or van"
"614",5e+05,"One-family house attached",4,30,"Car, truck, or van"
"615",5e+05,"One-family house attached",4,15,"Car, truck, or van"
"616",5e+05,"One-family house attached",4,10,"Car, truck, or van"
"617",5e+05,"One-family house attached",4,30,"Car, truck, or van"
"618",550000,"One-family house detached",2,15,"Car, truck, or van"
"619",330000,"One-family house detached",3,20,"Car, truck, or van"
"620",140000,"One-family house detached",3,15,"Car, truck, or van"
"621",140000,"One-family house detached",3,25,"Car, truck, or van"
"622",250000,"One-family house detached",4,10,"Car, truck, or van"
"623",250000,"One-family house detached",4,10,"Car, truck, or van"
"624",7e+05,"One-family house detached",4,14,"Car, truck, or van"
"625",7e+05,"One-family house detached",4,30,"Car, truck, or van"
"626",160000,"One-family house detached",3,30,"Car, truck, or van"
"627",1e+06,"One-family house detached",3,40,"Bus or trolley bus"
"628",1e+06,"One-family house detached",3,40,"Taxicab"
"629",1e+06,"One-family house detached",3,55,"Car, truck, or van"
"630",1e+06,"One-family house detached",3,30,"Car, truck, or van"
"631",315000,"One-family house detached",3,25,"Car, truck, or van"
"632",315000,"One-family house detached",3,90,"Car, truck, or van"
"633",275000,"One-family house detached",3,90,"Car, truck, or van"
"634",275000,"One-family house detached",3,10,"Car, truck, or van"
"635",8e+05,"One-family house detached",3,12,"Car, truck, or van"
"636",16000,"One-family house detached",3,5,"Car, truck, or van"
"637",16000,"One-family house detached",3,20,"Car, truck, or van"
"638",950000,"One-family house detached",3,45,"Subway or elevated"
"639",320000,"One-family house detached",3,35,"Car, truck, or van"
"640",170000,"One-family house detached",4,25,"Car, truck, or van"
"641",170000,"One-family house detached",4,20,"Car, truck, or van"
"642",170000,"One-family house detached",4,35,"Car, truck, or van"
"643",35000,"One-family house detached",3,45,"Car, truck, or van"
"644",3e+05,"One-family house detached",3,10,"Car, truck, or van"
"645",550000,"One-family house detached",2,15,"Car, truck, or van"
"646",1e+06,"One-family house detached",5,30,"Car, truck, or van"
"647",350000,"One-family house detached",2,35,"Car, truck, or van"
"648",350000,"One-family house detached",2,5,"Car, truck, or van"
"649",3e+05,"One-family house detached",3,7,"Car, truck, or van"
"650",3e+05,"One-family house detached",3,7,"Car, truck, or van"
"651",250000,"One-family house detached",3,10,"Car, truck, or van"
"652",5e+05,"One-family house detached",3,60,"Car, truck, or van"
"653",320000,"One-family house detached",3,60,"Car, truck, or van"
"654",272000,"One-family house detached",4,40,"Car, truck, or van"
"655",272000,"One-family house detached",4,90,"Car, truck, or van"
"656",135000,"One-family house detached",3,5,"Car, truck, or van"
"657",425000,"One-family house detached",3,70,"Car, truck, or van"
"658",425000,"One-family house detached",3,50,"Car, truck, or van"
"659",1e+05,"One-family house detached",3,25,"Car, truck, or van"
"660",350000,"One-family house detached",4,20,"Car, truck, or van"
"661",3e+05,"One-family house detached",2,13,"Car, truck, or van"
"662",3e+05,"One-family house detached",2,10,"Car, truck, or van"
"663",450000,"One-family house detached",3,30,"Car, truck, or van"
"664",450000,"One-family house detached",3,7,"Car, truck, or van"
"665",4e+05,"One-family house detached",2,30,"Car, truck, or van"
"666",4e+05,"One-family house detached",2,30,"Car, truck, or van"
"667",1200000,"One-family house detached",4,18,"Car, truck, or van"
"668",1200000,"One-family house detached",4,45,"Car, truck, or van"
"669",185000,"One-family house attached",2,32,"Car, truck, or van"
"670",185000,"One-family house attached",2,55,"Car, truck, or van"
"671",3e+05,"One-family house detached",3,10,"Car, truck, or van"
"672",3e+05,"One-family house detached",3,15,"Car, truck, or van"
"673",210000,"One-family house detached",3,45,"Car, truck, or van"
"674",5e+05,"One-family house detached",3,5,"Car, truck, or van"
"675",5e+05,"One-family house detached",3,144,"Car, truck, or van"
"676",350000,"One-family house detached",3,80,"Car, truck, or van"
"677",350000,"One-family house detached",3,45,"Car, truck, or van"
"678",350000,"One-family house detached",3,40,"Car, truck, or van"
"679",450000,"One-family house detached",4,30,"Car, truck, or van"
"680",340000,"One-family house detached",3,2,"Car, truck, or van"
"681",850000,"50 or more apartments",2,15,"Walked"
"682",630000,"3-4 Apartments",2,40,"Subway or elevated"
"683",350000,"One-family house detached",3,90,"Ferryboat"
"684",750000,"One-family house detached",4,45,"Car, truck, or van"
"685",750000,"One-family house detached",4,25,"Car, truck, or van"
"686",350000,"One-family house detached",3,30,"Car, truck, or van"
"687",350000,"One-family house detached",3,25,"Car, truck, or van"
"688",4e+05,"One-family house detached",3,25,"Car, truck, or van"
"689",4e+05,"One-family house detached",3,35,"Car, truck, or van"
"690",250000,"One-family house detached",3,5,"Car, truck, or van"
"691",2e+05,"One-family house detached",3,45,"Car, truck, or van"
"692",160000,"One-family house detached",3,10,"Car, truck, or van"
"693",160000,"One-family house detached",3,35,"Car, truck, or van"
"694",370000,"One-family house detached",3,20,"Car, truck, or van"
"695",180000,"One-family house detached",2,15,"Car, truck, or van"
"696",180000,"One-family house detached",2,35,"Car, truck, or van"
"697",5e+05,"One-family house detached",4,45,"Car, truck, or van"
